LoanID,AccountNumber,LoanAmount,LoanStartDate,LoanType,InterestRate,LoanTerm,MonthlyRepaymentAmount
49618178,7779038131,27052,2019-06-30,Personal,7.49,20,1247
13905436,5314287536,38414,2012-08-03,Personal,4.28,20,376
26235145,5852652547,9323,2013-04-13,Mortgage,2.19,15,1023
71625912,1125812783,44017,2011-02-16,Auto,5.79,30,778
73217010,4262339276,47929,2014-04-29,Mortgage,7.96,20,580
8388748,8671200179,49862,2013-01-16,Mortgage,2.28,25,828
57657550,8294922609,48867,2021-03-21,Personal,1.62,30,1759
75399291,8461878579,30589,2017-05-24,Auto,6.43,25,1967
47989818,5498527736,31014,2014-03-24,Personal,3.33,25,916
81582055,6260283770,19706,2018-01-12,Mortgage,1.55,30,391
21595659,2114121633,40535,2018-05-14,Mortgage,2.58,10,687
83679547,6724036315,10273,2013-08-09,Mortgage,2.97,10,631
74025720,8335400371,8421,2011-01-04,Auto,7.5,25,527
40259868,1943508483,36929,2012-04-23,Personal,3.52,15,1420
5988555,6253427419,24880,2021-02-06,Mortgage,5.82,10,635
5652915,2484528093,34116,2015-05-30,Personal,2.07,20,1526
51248636,7066189436,14068,2022-01-03,Auto,4.56,20,1243
75256260,1751492972,29349,2022-11-12,Personal,6.86,30,1180
12784204,2005636434,20553,2013-08-05,Mortgage,6.43,30,874
16219042,7892367425,30132,2016-10-06,Personal,8.66,10,1896
52661796,7865267700,9098,2018-10-26,Mortgage,1.77,20,1327
60960893,2496136845,8177,2013-08-28,Personal,9.21,15,1095
44827435,3503346224,21980,2021-05-21,Personal,4.45,25,1030
92035385,806754279,15846,2017-12-22,Personal,5.04,20,1721
42790184,6771238942,40967,2015-06-16,Personal,8.35,30,1506
7847904,4238867207,35221,2014-12-14,Auto,8.1,30,1425
18669588,8420269620,38403,2013-04-27,Auto,5.33,10,1046
18994858,9412232451,20945,2019-12-29,Mortgage,5.41,10,1828
43938039,1688196268,12280,2016-09-21,Mortgage,2.12,30,1041
812889,6810957953,41561,2011-05-06,Personal,6.55,30,735
54484305,3700358817,41950,2020-06-18,Mortgage,8.85,25,745
65164888,9663353973,8258,2012-10-24,Auto,1.65,10,1120
97672077,2319067052,47874,2012-09-29,Mortgage,5.3,15,1488
58583468,4075250787,36738,2013-08-22,Personal,3.75,25,892
2411015,4860409670,47883,2016-12-06,Mortgage,8.46,15,699
21956178,3616044787,21599,2016-01-14,Auto,4.24,20,1894
96607197,4887375148,38541,2012-01-17,Auto,1.58,20,395
70668449,3613060550,13196,2019-05-10,Auto,4.81,15,1588
56660029,748873332,12844,2017-06-02,Personal,3.2,20,729
97099700,9997144724,23692,2021-06-22,Personal,5.26,30,1684
20475356,3282035271,20119,2010-08-17,Mortgage,1.91,10,1751
17320104,9810673656,25981,2012-10-31,Mortgage,2.38,15,525
55540808,7314825651,46195,2016-08-17,Personal,1.81,10,1071
55902973,8860750426,12103,2015-06-10,Auto,4.31,15,1320
72410671,7561231488,10953,2021-03-05,Personal,6.66,20,424
53121569,7794240566,6725,2022-06-24,Personal,5.98,30,1397
22066501,8242476902,28291,2020-04-03,Auto,8.61,15,1021
41800883,5254716621,8541,2013-11-23,Auto,9.33,20,989
57967976,8337918023,42521,2016-07-16,Mortgage,7.32,30,1747
25055204,9291385490,45321,2019-04-20,Personal,7.23,20,809
36426777,8138983464,40442,2019-08-13,Mortgage,5.49,25,1462
4283770,1649719010,49506,2021-01-05,Mortgage,5.89,25,967
94058508,7784854651,39256,2019-02-04,Auto,9.83,30,1309
24398805,6128411530,11583,2014-07-01,Personal,2.33,30,1098
62164021,4432894446,36580,2017-02-15,Personal,3.28,25,1775
11996151,7680353420,32661,2021-09-22,Auto,8.89,10,1902
6146569,7749527067,6034,2022-07-07,Personal,9.65,15,1620
60954186,9562406571,16757,2017-02-22,Auto,2.58,15,292
92948554,1917264424,34718,2016-11-01,Mortgage,6.72,30,1109
66096288,780019440,23868,2016-12-20,Mortgage,8.05,30,1069
85903352,896036508,32592,2016-09-20,Mortgage,4.72,15,1645
43434686,1035366170,44684,2012-11-15,Personal,7.4,15,956
28623407,3341589942,44724,2017-02-10,Mortgage,8.91,30,717
38686342,2927541098,44530,2020-12-10,Auto,7.5,25,1403
72930343,1207047376,20564,2015-06-12,Personal,2.4,20,469
60942776,9242969595,46961,2018-05-28,Mortgage,6.18,30,317
90598714,636400136,22078,2015-12-30,Mortgage,6.27,15,1710
50177023,1059245696,15298,2016-02-20,Auto,9.47,20,1904
52105093,8572045606,38421,2010-03-01,Mortgage,9.41,10,791
88194992,1937584588,8141,2019-12-29,Auto,6.35,30,1516
23994352,6062539057,47142,2018-09-17,Auto,2.71,10,202
25618977,8538189307,23050,2016-12-22,Personal,6.31,25,1509
21505972,5388700585,23197,2022-02-02,Auto,2.97,30,1287
67965014,8835090649,5679,2021-08-09,Mortgage,7.35,20,621
22638258,7787811008,37538,2013-12-07,Mortgage,7.26,20,1174
46645824,7783250253,10324,2020-11-07,Personal,9.29,25,781
76970263,6471697769,23134,2020-11-04,Auto,5.18,25,941
6119519,9497130105,29045,2021-05-11,Mortgage,7.53,30,1974
18046674,2268526942,29290,2011-10-04,Personal,3.59,10,215
50443895,3910952226,21835,2018-12-02,Auto,9.7,25,1160
93311543,8636571567,13390,2018-03-27,Auto,7.92,25,937
67736956,4638205316,34044,2010-01-08,Mortgage,9.74,30,470
10234043,7041944672,39443,2013-02-09,Auto,7.73,20,756
49883808,6565093518,33498,2020-11-18,Personal,4.89,30,1425
32929123,1965897423,47132,2010-01-25,Auto,3.36,15,1600
59655124,3743014276,46984,2012-07-05,Mortgage,1.58,20,503
13032252,1090636326,36771,2012-02-19,Mortgage,9.4,15,1274
91876893,5583467298,32540,2012-04-18,Personal,5.31,30,386
83064051,3828509271,25345,2022-02-25,Auto,8.09,25,1516
78371355,6011716159,14208,2015-12-25,Mortgage,9.47,25,1647
10881962,8604750607,44718,2015-12-05,Personal,7.43,25,959
81977510,6969489715,15235,2021-03-28,Personal,2.97,30,1377
65773863,5064784959,14048,2012-10-01,Mortgage,6.23,20,660
15553667,9841085731,49875,2018-08-02,Mortgage,7.31,10,398
41105383,3304578124,26620,2017-10-09,Auto,4.79,20,1539
16672064,868917748,29302,2012-06-09,Mortgage,4.94,15,1622
86384083,4825158121,27165,2018-10-19,Personal,8.09,30,1102
93720206,2414451517,21169,2013-04-23,Auto,5.86,10,1088
24772973,7748139104,35636,2022-12-28,Mortgage,2.05,25,1906
17356711,6812060191,31781,2017-04-09,Auto,2.34,10,304
14260715,4402421548,38238,2014-09-14,Personal,3.52,20,1069
53467452,3991358197,32024,2019-10-04,Personal,9.14,20,1419
12560729,8088659517,27933,2017-02-14,Auto,2.74,10,960
55183610,8013791703,5514,2020-09-14,Mortgage,8.78,10,556
40833808,4125320846,49769,2013-11-12,Mortgage,9.66,25,755
66735681,9204529502,40295,2015-06-25,Mortgage,7.49,30,1185
70563693,8603646883,32727,2019-09-11,Personal,4.78,25,640
54566489,5472745528,34602,2019-02-07,Auto,5.94,20,764
75938509,6842837635,12577,2019-09-13,Personal,4.75,25,1458
18015685,4223982191,15451,2022-06-08,Mortgage,2.73,15,604
64315403,41577392,20135,2016-11-21,Mortgage,2.19,10,791
91700353,607320440,40044,2016-05-02,Personal,7.74,25,1308
86632374,9995524502,24957,2016-07-06,Mortgage,4.42,25,715
38795252,6516460767,22940,2019-07-13,Auto,2.97,10,1885
62999883,6880251960,46414,2020-05-08,Personal,7.44,20,1470
78672205,4479289124,9873,2015-01-28,Mortgage,9.55,15,1577
91942501,991374692,16865,2019-02-26,Personal,6.84,30,927
58743398,4061598246,24778,2016-09-18,Mortgage,9.73,20,1024
141262,9281915376,42038,2011-11-08,Auto,5.94,10,1514
79970177,9913978041,29944,2022-05-19,Personal,3.85,10,1686
59828848,7479665638,34868,2018-07-20,Auto,2.54,10,1349
97508315,1724006095,12775,2013-06-12,Auto,8.06,30,793
58461717,7083793839,13295,2018-10-15,Auto,2.7,15,1539
15153464,8200649729,12823,2017-01-01,Auto,7.16,25,1938
88829800,4436357205,45199,2016-06-17,Mortgage,9.23,25,1178
81122809,1872545598,8623,2018-08-29,Personal,9.03,10,1207
36659947,1988501668,15557,2015-02-06,Auto,5.15,25,1815
2476787,6155533397,25830,2019-04-11,Personal,5.91,25,571
84601701,5252023926,44729,2014-06-05,Auto,5.07,25,1450
31551214,1924614702,45443,2019-12-28,Mortgage,4.42,10,1376
60578241,5594417877,11960,2013-02-25,Auto,3.23,25,1972
69090637,5042113735,25741,2017-07-06,Auto,8.61,10,1331
61130821,5881649147,26048,2017-05-14,Personal,6.13,15,1724
2052471,2897782638,21683,2014-01-17,Personal,9.88,15,1242
99547808,6821495029,14432,2016-10-01,Personal,9.7,30,1661
48342531,4399856615,22229,2015-06-24,Personal,7.16,25,1406
92649508,1419613478,44997,2020-07-08,Mortgage,4.31,15,1890
10720069,6472873658,26527,2019-12-27,Mortgage,3.27,25,1518
47251519,5727992175,15575,2011-11-17,Auto,4.16,10,1431
29474796,904303855,43345,2021-08-06,Personal,3.57,25,1752
67468478,8405398177,6583,2021-10-27,Personal,6.49,30,1512
90109242,9075074707,31198,2022-06-25,Mortgage,9.23,20,1258
72656821,9034337680,26377,2016-05-28,Mortgage,7.16,25,680
4084861,4241567998,28374,2016-06-11,Personal,4.38,30,1727
77904348,2399025816,29700,2015-02-01,Mortgage,6.37,15,1349
55036619,2893656333,43793,2019-06-21,Auto,1.87,10,1736
88879901,9093994471,28475,2014-04-04,Auto,9.02,20,1128
37475850,5521919689,10587,2011-06-06,Mortgage,9.49,15,530
9896323,7589423928,47949,2015-01-10,Mortgage,9.13,30,559
55081413,8511316962,29787,2012-08-08,Auto,4.04,10,340
429554,2832583067,47420,2010-12-28,Mortgage,7.83,30,360
8055767,4763359165,19430,2013-10-26,Mortgage,8.03,20,1965
91009095,954598664,42502,2022-10-06,Auto,6.29,25,610
23517592,6456176747,39667,2022-06-10,Auto,6.52,25,1077
10563178,3941126835,49173,2020-06-07,Auto,5.67,15,1149
79450768,3197457026,40957,2017-05-24,Mortgage,9.78,25,1187
52096312,5041921238,10399,2021-06-14,Mortgage,9.23,15,1661
31256363,204057034,47688,2020-12-02,Personal,5.14,15,1660
29181478,4969237419,17524,2018-10-23,Auto,7.94,10,940
38712319,5609054646,13492,2016-05-17,Auto,7.47,25,1432
72426275,6969400865,35100,2016-03-05,Auto,5.69,15,250
72948468,4388874328,9551,2018-05-07,Auto,4.59,15,1336
82746976,6626860216,28966,2019-05-16,Personal,6.33,10,797
42641496,6960671461,9541,2019-02-25,Mortgage,3.99,30,480
87840589,7586548217,15146,2011-12-26,Mortgage,3.96,15,1753
26618437,1571734339,40708,2011-10-25,Mortgage,6.94,20,293
89489776,8946225658,14196,2019-01-13,Auto,6.9,30,1669
46627027,9534732914,41683,2019-05-16,Personal,9.02,10,1025
69169125,4772908934,16894,2010-11-03,Personal,8.16,15,989
76812386,981445465,15370,2011-11-29,Personal,7.51,15,1798
84608912,3388318341,41196,2015-06-14,Personal,9.58,10,1593
92251864,6841593510,5854,2021-09-02,Mortgage,9.58,15,830
82208986,2522896701,17384,2018-07-20,Personal,2.63,20,1960
77864513,5121292085,23462,2010-05-28,Personal,3.74,30,318
14769507,6761861472,14218,2016-07-08,Mortgage,7.61,10,1645
60581709,3175704996,33516,2017-10-09,Personal,4.78,10,1533
62963094,53489767,8145,2015-04-28,Personal,9.5,10,1885
83153505,7836095219,26281,2020-09-09,Personal,7.65,25,494
90002491,826726486,18424,2015-05-23,Mortgage,5.69,10,1235
96172109,2327040021,15250,2019-12-09,Auto,2.42,15,1349
10027588,8927983225,10968,2013-02-21,Auto,5.74,15,1652
19862034,3502700293,34921,2013-06-27,Personal,3.49,15,709
37884366,8919106687,34587,2015-01-17,Personal,7.26,20,1721
25436798,881917346,19889,2010-01-11,Mortgage,5.57,30,1923
77399815,8246746595,44012,2022-04-06,Mortgage,3.0,30,795
66738595,1552945031,35083,2017-10-27,Mortgage,5.84,10,1736
2682439,1530481975,17146,2011-01-08,Personal,4.61,15,1308
19404565,4640279263,43169,2020-08-24,Auto,9.07,30,244
43735624,373279212,41098,2018-03-18,Auto,8.55,20,1967
43398324,301645058,49327,2016-08-01,Mortgage,6.0,10,273
68597027,4835236945,25178,2016-08-15,Auto,5.42,30,860
4020152,3549454082,41245,2022-10-09,Auto,9.87,30,713
63475282,3688388591,24552,2015-06-29,Personal,1.95,20,952
43960321,123400736,32903,2020-06-17,Mortgage,6.73,15,1959
86903476,7077088886,19788,2016-03-23,Mortgage,7.33,15,698
15532404,8440047176,15207,2011-09-19,Personal,6.21,20,1155
4696045,8899017357,9616,2012-09-04,Auto,7.96,20,1271
39358691,5092457572,16139,2020-09-11,Personal,2.83,30,1662
44531360,8800516650,40484,2018-10-18,Personal,9.27,25,1235
41726833,4406165836,48559,2012-08-22,Mortgage,2.35,25,439
31942407,2679722566,39861,2010-04-05,Auto,7.18,25,1903
65015218,4408673272,11792,2012-02-09,Auto,7.44,10,1724
54026759,7832679880,44693,2015-06-24,Mortgage,5.48,20,1618
76188066,4867343701,47672,2013-01-30,Personal,6.73,10,907
27643158,1745637398,47904,2010-04-30,Auto,3.29,25,744
84187255,6811261273,38496,2015-04-03,Personal,3.57,25,1876
36825776,3744297194,26644,2022-09-24,Personal,6.24,25,999
63548352,197016121,27832,2019-11-07,Mortgage,7.39,20,1748
42127047,8219069553,28517,2012-06-13,Mortgage,8.78,20,1261
5966586,4501762978,48455,2020-08-20,Mortgage,7.24,30,492
61522311,6043459863,10811,2014-02-07,Mortgage,9.17,30,1160
23465914,2911964393,7906,2011-06-07,Personal,7.89,20,1895
76184254,9112525613,33891,2016-07-15,Auto,6.93,25,388
64193167,8270584645,6100,2018-03-06,Personal,5.18,10,227
94451910,7803064518,34390,2012-01-21,Mortgage,3.29,15,366
74204594,6125914518,31893,2022-08-22,Personal,6.74,30,422
21128741,8979641420,29145,2016-12-26,Personal,2.53,25,465
78779058,3689651323,17110,2016-07-03,Mortgage,3.92,25,799
29192651,7187755892,20829,2015-09-04,Auto,8.77,15,1450
14937892,7369247524,46609,2022-07-11,Mortgage,5.03,10,908
269039,8780601965,41449,2021-04-23,Personal,2.2,20,397
90596671,4247578012,8170,2013-09-03,Mortgage,7.69,10,1096
85883690,6914685696,28650,2016-01-09,Auto,9.69,30,1558
68913914,7734319887,14600,2011-10-25,Personal,3.32,10,297
64964070,2915778760,30200,2016-09-18,Mortgage,6.69,20,1931
77805893,1151665136,13696,2014-08-09,Personal,3.81,25,1078
36446166,9152243712,33692,2019-06-30,Personal,2.14,20,651
10871863,8761400706,18486,2022-05-29,Personal,7.13,30,1066
83513875,6521603303,47929,2017-02-01,Auto,3.0,20,299
42798,1826404177,47528,2021-03-04,Auto,2.11,10,1029
64769163,9406826334,16238,2012-11-08,Personal,9.84,25,609
58450759,3843199263,15984,2013-12-10,Auto,8.73,15,1930
96429641,1441297872,20332,2020-05-14,Mortgage,7.7,25,844
32055785,6834227042,39830,2013-05-15,Mortgage,6.29,20,1736
62793805,2921653033,45182,2017-03-30,Personal,1.92,15,731
80525950,9664499356,48119,2011-10-07,Personal,9.51,10,993
72972987,6191631797,29436,2022-01-15,Personal,6.45,25,932
18382286,1989492409,49730,2017-10-30,Mortgage,1.76,15,1368
24962648,5860145936,41417,2018-03-05,Mortgage,9.04,25,260
11768727,5269545220,37069,2012-08-09,Auto,1.95,10,1257
8261005,7584339417,8153,2017-12-25,Personal,2.76,15,1488
98552593,7078272720,41590,2011-10-23,Mortgage,4.5,25,1766
21058614,9914382833,8851,2017-05-08,Auto,5.37,25,272
63479220,4144617413,11122,2014-08-01,Auto,7.05,15,662
64752622,3024007734,47143,2018-09-25,Mortgage,8.2,20,795
51894465,1645749655,31099,2021-12-10,Mortgage,3.81,30,878
35015440,4077076449,21177,2011-08-07,Mortgage,3.1,25,725
98213968,9341120235,47585,2017-03-12,Personal,9.54,10,764
45460178,1201923221,27639,2017-10-12,Mortgage,9.29,20,631
56055245,9338083591,25234,2010-11-17,Mortgage,9.33,10,1345
23207905,6939261607,6654,2016-05-27,Mortgage,8.29,20,323
2356752,6831043991,10300,2018-07-30,Mortgage,8.76,30,1377
38868335,4677466096,49637,2018-03-24,Auto,2.9,10,1485
88118931,66075245,40183,2011-02-09,Mortgage,5.61,25,389
64959482,5764568212,21353,2010-09-13,Personal,4.32,20,1822
10821992,9404188912,25399,2015-03-17,Auto,6.1,20,1820
1296169,114501505,16343,2019-01-14,Personal,5.24,25,840
61360084,2695667058,25564,2014-04-04,Auto,6.93,25,1158
17958689,3225699111,35861,2015-08-14,Auto,2.64,20,1890
22449486,1721148577,16240,2012-07-10,Auto,5.9,30,1078
26980585,6481492285,28088,2012-06-11,Auto,9.31,15,903
52218337,4802723068,17179,2020-12-25,Personal,7.5,15,709
51174108,3495764247,48416,2020-06-18,Auto,1.85,25,1712
23866418,7407243577,42429,2012-04-01,Mortgage,6.48,25,462
35931364,1370742955,48314,2019-04-09,Mortgage,6.28,10,1890
64849361,2181073154,9656,2022-11-15,Auto,8.44,15,1771
54525183,2107031145,27347,2021-01-10,Mortgage,8.18,25,1380
6905400,1505070809,31596,2021-07-14,Personal,8.86,30,1874
51052371,1583131874,26803,2019-05-12,Auto,7.76,30,779
30917603,7944115048,9964,2020-02-15,Auto,5.28,10,1114
4713326,1676265529,8502,2013-12-08,Personal,8.03,15,747
23583101,6938331833,46109,2019-01-11,Mortgage,3.0,30,322
90963778,8741538393,40892,2017-01-02,Auto,8.48,25,505
52336193,1408612341,9057,2016-03-17,Mortgage,6.18,20,568
450005,8893148122,45441,2013-02-26,Personal,5.27,15,1553
26074518,6105665302,6832,2022-05-31,Personal,8.6,20,516
20935833,7357992689,12731,2010-10-03,Auto,1.95,15,417
92461658,6992472279,26294,2017-11-16,Personal,7.33,15,1853
41030206,8033627481,30509,2014-06-08,Auto,3.43,20,1611
18933527,8274171440,43456,2012-07-14,Auto,8.27,15,961
40212137,6826525372,36432,2021-09-04,Personal,5.78,15,1674
4270948,4071283571,41316,2018-08-15,Mortgage,2.25,30,748
56620300,6132310037,31224,2016-11-04,Personal,5.53,25,1049
46341291,7862108927,16314,2017-06-25,Mortgage,6.32,25,1145
87839372,4131725209,34402,2017-07-22,Mortgage,2.63,25,962
52957736,7851148031,31021,2011-01-05,Auto,2.27,10,1294
72933129,7405510846,7763,2016-01-17,Mortgage,3.98,30,249
61110400,2066753325,34594,2014-02-26,Mortgage,7.88,10,782
54619412,106417914,11211,2018-05-04,Auto,2.11,10,1533
41295722,3922419022,39089,2016-08-19,Auto,7.37,15,212
84015576,4612136001,22481,2016-09-15,Personal,7.58,30,635
91863633,2640755908,30900,2015-11-12,Mortgage,9.69,20,1221
65503540,5697257979,9643,2012-08-01,Personal,7.11,20,265
26465977,3703894678,47681,2019-05-07,Personal,6.46,25,949
31867534,5934553714,29504,2022-05-31,Personal,6.62,20,806
47695733,5276408414,20828,2012-01-02,Auto,1.69,10,887
18147828,9543441369,49804,2020-06-01,Personal,9.43,20,222
11745069,1094330207,11761,2022-04-17,Auto,8.11,10,1623
86387363,4545357632,15060,2018-02-15,Personal,4.75,15,1299
64116733,7673098891,33061,2022-10-15,Personal,3.47,15,1330
63943887,4391943434,36585,2020-04-03,Auto,6.48,15,564
95479070,7054339571,34438,2016-11-18,Auto,9.63,10,355
25541587,6178627004,10599,2018-07-08,Auto,5.12,25,1458
16289032,87348453,7264,2013-04-24,Auto,4.52,15,966
82864415,5134440467,40394,2022-09-02,Personal,6.68,25,514
94999280,2077110992,15729,2020-08-24,Personal,9.03,15,899
38115859,7699660728,36305,2019-05-24,Mortgage,6.75,30,1171
69497500,9013105248,7977,2014-08-13,Mortgage,2.99,25,245
6957431,181303874,48677,2022-09-17,Auto,9.89,20,1437
50466836,4761375767,11882,2021-11-02,Auto,9.96,20,273
48355321,3167217294,21194,2019-10-19,Auto,2.77,25,204
8025646,4831095057,16927,2020-12-20,Mortgage,4.57,30,1168
26330718,1760844062,23821,2010-11-19,Mortgage,1.83,25,1547
91644414,5582820212,32092,2011-02-06,Personal,7.91,15,375
16302694,6006659232,18463,2016-10-03,Personal,7.49,25,1700
91411294,7565269581,14570,2013-12-23,Mortgage,5.68,25,644
80366105,7257335038,18465,2010-05-09,Auto,2.57,10,1931
8407351,2969767976,20685,2012-09-24,Mortgage,4.51,20,1243
66341088,2725404577,41860,2020-10-20,Personal,6.09,10,1319
50738643,8245392558,28156,2010-04-06,Mortgage,6.56,10,1547
80272739,6087901384,44656,2012-05-18,Personal,5.3,25,456
63516594,2245652002,42178,2017-05-06,Mortgage,4.67,25,1346
71650310,1259387568,39582,2017-12-11,Mortgage,6.4,30,1881
63852590,6899369270,7745,2012-07-19,Auto,5.74,30,1467
99380122,3871006580,40231,2010-01-08,Auto,2.79,15,1615
10137021,981813036,11386,2021-11-19,Personal,5.24,25,1323
55975537,683082996,18277,2010-09-22,Mortgage,7.43,25,1616
12610130,2332905804,49787,2019-01-28,Mortgage,2.67,25,1061
67066252,2925117130,30315,2010-10-12,Auto,3.04,30,1741
67666007,8588941276,45414,2011-10-10,Auto,5.76,10,1517
51509308,4101891152,35127,2021-11-16,Mortgage,5.98,15,1949
25863566,8467879654,25893,2017-08-17,Auto,5.24,30,518
27516642,4181208312,37804,2012-10-07,Personal,5.67,30,1261
82963112,935314600,12949,2021-11-02,Mortgage,6.26,10,1782
98419482,7752400289,7621,2021-08-01,Mortgage,4.91,10,1017
31214233,1668627601,47304,2017-06-23,Personal,9.74,15,259
63655116,1494980588,30418,2020-12-07,Personal,6.61,20,798
96330,4948360938,21517,2012-10-07,Auto,8.36,20,1452
36412084,4472185232,26909,2017-03-30,Mortgage,2.46,30,1587
40706324,848880090,48038,2010-08-10,Personal,6.9,20,244
64712300,2248789030,28402,2019-10-29,Personal,7.03,15,673
91032555,5391597563,10443,2020-01-13,Personal,8.41,15,1610
74878308,5408668467,5716,2012-05-29,Personal,6.76,30,1105
74000363,1122942221,22094,2015-07-17,Personal,9.44,20,703
24108440,6618597199,20115,2020-10-27,Auto,6.39,25,335
63648374,4278032543,44041,2010-04-02,Personal,9.65,30,574
82131361,5550675501,44361,2014-07-25,Mortgage,8.86,15,788
51727074,9587915452,34787,2016-05-04,Auto,2.02,25,722
12567247,7199549411,27088,2010-03-03,Auto,2.85,30,582
7582393,5578230765,6737,2013-11-21,Personal,5.08,25,343
78644365,4573163563,37634,2011-03-01,Auto,2.8,20,1500
14612915,1555328825,34250,2015-10-09,Auto,3.15,20,1467
35339198,1146218800,11668,2010-03-24,Auto,9.21,20,834
81555239,5469445462,6197,2011-03-01,Auto,3.94,15,677
46081559,1365811402,23347,2016-06-11,Auto,3.66,25,502
41399740,8118361549,29687,2016-10-19,Mortgage,4.55,15,1063
46812828,9377420493,23799,2014-10-18,Personal,4.02,25,1293
50646067,2656388198,30162,2011-06-20,Auto,3.87,10,1321
92607087,9434170521,20035,2016-01-02,Mortgage,4.12,10,1858
37420549,9787970293,39116,2012-02-16,Mortgage,9.42,25,457
10426821,7829692155,25088,2016-03-11,Mortgage,4.29,10,925
96100322,2367297699,49298,2012-05-15,Auto,7.89,10,280
49993595,9648959422,22053,2018-05-01,Personal,5.33,30,713
99836343,1332803251,17498,2011-01-14,Personal,2.59,20,1228
62751512,7092071629,7821,2012-10-09,Auto,2.46,10,463
99444866,6765204771,9768,2015-09-19,Mortgage,9.84,30,555
55986576,2396337023,43761,2013-03-22,Personal,9.57,15,1417
20010726,3129928544,18153,2020-01-24,Auto,6.47,30,1150
56416498,1522870478,30668,2021-02-02,Personal,9.0,20,312
61488631,830585787,44097,2020-02-17,Mortgage,4.52,30,1702
20089977,5204591609,11539,2015-10-28,Auto,3.54,20,1526
87120263,9816452616,30469,2012-09-09,Auto,6.11,20,1430
75205651,2762137638,13213,2016-11-01,Auto,8.49,30,1170
82981922,6505870541,48392,2010-07-05,Auto,8.83,10,453
54286966,9512477892,14239,2014-01-21,Personal,4.38,30,1133
33314168,185108074,23920,2013-03-05,Mortgage,4.7,25,1524
53484099,2219729429,31332,2017-03-25,Personal,3.26,10,984
11469145,8801530181,29981,2014-03-10,Auto,9.83,10,1235
11374287,9715490688,36716,2022-09-01,Mortgage,8.57,20,533
82613540,9791769174,18140,2015-02-05,Mortgage,8.83,30,652
86813684,1724336850,21762,2018-07-27,Mortgage,5.25,30,1010
2296474,6462989006,26926,2022-01-13,Personal,3.86,15,1125
76886148,1732476316,19981,2016-04-01,Personal,9.62,20,1327
62345323,9180988602,7754,2022-01-30,Auto,2.66,20,1377
41960447,4069683357,43162,2020-06-18,Mortgage,9.76,25,1464
15523712,1905472543,5705,2012-01-28,Mortgage,4.76,15,1782
84018780,6943135507,31192,2019-12-24,Mortgage,5.59,15,1285
73972188,5123592833,43277,2018-05-20,Personal,6.31,10,1770
63664374,2718266428,48491,2022-07-12,Personal,6.05,15,1560
60609306,9495503256,42837,2014-02-16,Auto,3.58,25,1707
9664153,5108940653,47036,2018-10-31,Mortgage,4.94,25,1774
13181171,8803676539,33258,2019-11-05,Auto,2.81,25,1936
40917409,2878234172,46831,2017-03-28,Personal,2.78,15,488
79330127,7155418962,49036,2011-06-21,Auto,3.23,10,1433
78494978,2519050667,24183,2019-05-09,Auto,6.45,30,744
78376078,5888219713,37119,2020-02-21,Auto,6.19,10,542
87252872,8063478459,23211,2018-07-01,Auto,3.4,15,1787
58138011,6449640185,34814,2014-01-17,Personal,8.67,15,499
44258387,2527853989,5580,2012-11-16,Auto,9.5,30,1597
59218038,890219797,49115,2010-01-17,Auto,8.74,15,1710
45969878,9681585105,18656,2018-11-14,Auto,5.18,25,641
91623461,1271139354,38694,2015-02-06,Mortgage,7.0,15,1809
1722367,4558818044,37999,2022-04-07,Mortgage,6.64,10,984
61052043,2826340910,26527,2017-09-16,Personal,5.44,10,1728
17419951,9299208914,38640,2016-03-21,Auto,3.14,30,675
58166004,1043202733,29015,2012-05-10,Auto,6.62,25,1997
18078296,762669631,39075,2019-01-10,Auto,3.97,15,932
25875403,9481968356,28410,2013-06-24,Auto,6.98,10,1594
19247957,3366441187,46999,2018-11-05,Personal,2.02,10,1413
67221649,906168776,29943,2019-07-10,Auto,7.79,20,352
44356542,5427614641,36323,2016-08-03,Auto,2.89,20,399
93146121,3095149525,8138,2020-06-21,Mortgage,6.66,20,885
41248140,4489851410,5681,2012-09-28,Personal,5.3,10,1088
11978959,6915221221,7880,2020-11-30,Auto,8.12,15,455
43552337,8065659231,17199,2020-12-18,Auto,9.28,20,788
99257484,164306831,6793,2021-06-08,Mortgage,1.52,10,1964
86458066,1502504463,29777,2018-04-01,Auto,9.76,10,677
39430431,2633423155,38509,2021-02-21,Auto,7.26,10,1565
27924725,3051897625,29045,2012-09-14,Mortgage,2.1,10,1326
49409938,8377994200,23417,2015-09-28,Personal,9.15,15,387
32019158,8905012044,28178,2016-07-23,Auto,9.89,20,381
45132539,5793499772,33833,2015-03-16,Auto,3.95,30,1907
16309951,9200704274,12912,2011-10-23,Mortgage,6.44,30,1842
98450350,4052825327,46347,2011-03-25,Auto,1.72,20,1698
52946499,5375264159,29015,2020-02-17,Personal,6.34,10,1034
82651670,5904398212,29156,2014-11-01,Personal,1.9,15,1219
61110845,3205858233,34430,2012-03-29,Mortgage,5.9,10,742
90779612,9647820796,15303,2017-12-17,Personal,4.26,25,420
65431466,6717426809,26442,2011-05-24,Personal,9.82,25,1715
53036001,9714859076,8317,2022-10-21,Auto,4.3,30,367
13036631,9901005790,45273,2022-10-22,Personal,1.52,25,383
31934510,5612614790,38145,2018-04-28,Personal,4.31,15,1296
34215715,9269870156,7279,2020-12-17,Mortgage,7.67,10,1453
